Names
Cavia tschudii osgoodi
Cavia tschudii sodalis
Cavia tschudii stolida
Galea musteloides musteloides
Galea musteloides auceps
Galea musteloides demissa
Galea musteloides leucoblephara
Galea musteloides littoralis
Galea spixii spixii
Galea spixii palustris
Galea spixii wellsi
Microcavia australis australis
Microcavia australis maenas
Microcavia australis salinia
Microcavia niata niata
Microcavia niata pallidior
Dolichotis patagonum patagonum
Dolichotis patagonum centricola
Dasyprocta fuliginosa fuliginosa
Dasyprocta fuliginosa candelensis
Dasyprocta leporina leporina
Dasyprocta leporina albida
Dasyprocta leporina cayana
Dasyprocta leporina croconota
Dasyprocta leporina fulvus
Dasyprocta leporina lunaris
Dasyprocta leporina maraxica
Dasyprocta leporina noblei
Dasyprocta punctata punctata
Dasyprocta punctata bellula
Dasyprocta punctata boliviae
Dasyprocta punctata callida
Dasyprocta punctata chiapensis
Dasyprocta punctata chocoensis
Dasyprocta punctata columbiana
Dasyprocta punctata dariensis
Dasyprocta punctata isthmica
Dasyprocta punctata nuchalis
Dasyprocta punctata pallidiventris
Dasyprocta punctata pandora
Dasyprocta punctata richmondi
Dasyprocta punctata underwoodi
Dasyprocta punctata urucuma
Dasyprocta punctata variegata
Dasyprocta punctata yucatanica
Dasyprocta punctata yungarum
Dasyprocta punctata zamorae
Cuniculus paca paca
Cuniculus paca guanta
Cuniculus paca mexicanae
Cuniculus paca nelsoni
Cuniculus paca virgata
Ctenomys boliviensis boliviensis
Ctenomys boliviensis nattereri
Ctenomys budini budini
Ctenomys budini barbarus
Ctenomys frater frater
Ctenomys frater mordosus
Ctenomys fulvus fulvus
Ctenomys fulvus robustus
Ctenomys haigi haigi
Ctenomys haigi lentulus
Ctenomys magellanicus magellanicus
Ctenomys magellanicus dicki
Ctenomys magellanicus fueginus
Ctenomys magellanicus osgoodi
Ctenomys maulinus maulinus
Ctenomys maulinus brunneus
Ctenomys minutus minutus
Ctenomys minutus bicolor
Ctenomys opimus opimus
Ctenomys opimus luteolus
Ctenomys opimus nigriceps
Ctenomys sylvanus sylvanus
Ctenomys sylvanus utibilis
Ctenomys talarum talarum
Ctenomys talarum antonii
Ctenomys talarum occidentalis
Ctenomys talarum recessus
Spalacopus cyanus maulinus
Abrocoma bennettii bennettii
Abrocoma bennettii murrayi
Kannabateomys amblyonyx amblyonyx
Kannabateomys amblyonyx pallidior
Proechimys semispinosus semispinosus
Proechimys semispinosus burrus
Proechimys semispinosus calidior
Proechimys semispinosus centralis
Proechimys semispinosus colombianus
Proechimys semispinosus goldmani
Proechimys semispinosus ignotus
Proechimys semispinosus panamensis
Proechimys semispinosus rosa
Proechimys semispinosus rubellus
Trinomys albispinus albispinus
Trinomys albispinus minor
Trinomys albispinus serotinus
Trinomys setosus elegans
Myocastor coypus coypus
Myocastor coypus bonariensis
Myocastor coypus melanops
Myocastor coypus sanctaecruzae
Mysateles prehensilis prehensilis
Mysateles prehensilis gundlachi
Ochotona macrotis macrotis
Ochotona macrotis auritus
Ochotona macrotis chinensis
Ochotona macrotis sacana
Ochotona macrotis wollastoni
Ochotona pusilla pusilla
Ochotona pusilla angustifrons
Lepus americanus americanus
Lepus americanus bairdii
Lepus americanus cascadensis
Lepus americanus dalli
Lepus americanus struthopus
Lepus americanus virginianus
Lepus brachyurus brachyurus
Lepus brachyurus angustidens
Lepus brachyurus lyoni
Lepus brachyurus okiensis
Lepus europaeus caspicus
Lepus europaeus hybridus
Lepus europaeus occidentalis
Lepus microtis microtis
Lepus microtis angolensis
Lepus microtis senegalensis
Lepus microtis whytei
Lepus saxatilis subrufus
Lepus tibetanus craspedotis
Lepus tolai lehmanni
Sylvilagus aquaticus aquaticus
Sylvilagus aquaticus littoralis
Sylvilagus audubonii audubonii
Sylvilagus audubonii arizonae
Sylvilagus audubonii baileyi
Sylvilagus audubonii confinis
Sylvilagus audubonii goldmani
Sylvilagus audubonii minor
Sylvilagus audubonii warreni
Sylvilagus bachmani bachmani
Sylvilagus bachmani cerrosensis
Sylvilagus bachmani cinerascens
Sylvilagus bachmani exiguus
Sylvilagus bachmani howelli
Sylvilagus bachmani ubericolor
Sylvilagus brasiliensis brasiliensis
Sylvilagus brasiliensis andinus
Sylvilagus brasiliensis apollinaris
Sylvilagus brasiliensis capsalis
Sylvilagus brasiliensis caracasensis
Sylvilagus brasiliensis chillae
Sylvilagus brasiliensis chotanus
Sylvilagus brasiliensis defilippi
Sylvilagus brasiliensis fulvescens
Sylvilagus brasiliensis gibsoni
Sylvilagus brasiliensis inca
Sylvilagus brasiliensis kelloggi
Sylvilagus brasiliensis meridensis
Sylvilagus brasiliensis minensis
Sylvilagus brasiliensis paraguensis
Sylvilagus brasiliensis peruanus
Sylvilagus brasiliensis sanctaemartae
Sylvilagus brasiliensis surdaster
Sylvilagus brasiliensis tapetillus
Sylvilagus brasiliensis gabbi
Sylvilagus brasiliensis truei
Sylvilagus cunicularius cunicularius
Sylvilagus cunicularius insolitus
Sylvilagus floridanus floridanus
Sylvilagus floridanus alacer
Sylvilagus floridanus chapmani
Sylvilagus floridanus holzneri
Sylvilagus floridanus mallurus
Sylvilagus floridanus aztecus
Sylvilagus floridanus connectens
Sylvilagus floridanus hondurensis
Sylvilagus floridanus macrocorpus
Sylvilagus floridanus orizabae
Sylvilagus floridanus yucatanicus
Sylvilagus floridanus avius
Sylvilagus floridanus cumanicus
Sylvilagus floridanus margaritae
